Nombre,Dirección,Latitud,Longitud,Teléfono,Horario,Página Web,Rating,Reseñas,Precio,Popularidad
Casaideas,"Maipú 0110, local A 2005 Mall Plaza Copiapó Copiapó, 1535863 Atacama, Copiapó, Atacama, Chile",-27.3692353,-70.339603,(2) 2389 1000,"['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 10:30\u202fAM\u2009–\u20098:30\u202fPM']",https://www.casaideas.cl/,4.3,"['It has interesting things, but many others that are found in other branches are missing. For some products the prices are high.', ""Beautiful and convenient prices, it's a pleasure to shop there. I recommend it"", 'Fun to go look and buy things for the house', 'A place where you always return and find something new.', 'I did not find what I was looking for. Product not updated']",,21.0
Easy Copiapó,"Av. Copayapu 2406, 8340518 Copiapó, Atacama, Chile",-27.383341,-70.316743,(52) 220 7801,"['Monday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20099:00\u202fPM']",https://www.easy.cl/,4.0,"['Ok', 'Cool', 'Expectacular', ""Incredible prices, at today's exchange rate, it favors us a lot. A refrigerator that here costs 500 lucas, you can get it for 140. That's a big difference. Furthermore, in the easy de.copiapó you find a much greater variety of products than the easy in La Rioja or the one in Córdoba."", 'It is an accessible place, but lately some products have been elevated, and there is a lack of staff in service.']",,913.0
HOJALATERIA,"Molles 198, 1533391 Copiapó, Atacama, Chile",-27.3802557,-70.31832039999999,9 7619 9397,"['Monday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 8:30\u202fAM\u2009–\u20096:00\u202fPM']",,4.8,"['Excellent attention and guidance on how to do the job.\nThe work itself is a gem.\nIt is recommended to close your eyes', 'The times that I have required their services, they are very good in what they do... and by all means they try to find a solution... I recommend them in a body shop, very responsible in their work...', 'Good experience, good treatment and excellent work, they worry about the details in the finishes, it is clear that they know how to do their job... recommended', 'Very good service and excellent work, 100% recommended', 'Excellent service, you just have to contact them and they will help you solve your requirement, 100% recommended👏👏👏👏👍👍👍👍']",,12.0
Homecenter Copiapo,"Panamericana Norte 140, 1533208 Copiapó, Atacama, Chile",-27.37357,-70.3355112,600 329 2002,"['Monday: 8:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20098:00\u202fPM']",https://www.sodimac.cl/sodimac-cl,4.0,"['The store functions well but new member here recently added give less response', 'The best', '. Fail', 'It is practically impossible to describe something that is incredible, a store that is very well set up and comes together at full speed. I think that the only thing that is missing is the ""pelayo"" calugones. As for the rest, there is EVERYTHING AND AT A VERY GOOD PRICE, THERE IS NO DOUBT THAT IT DESERVES A DOUBLE 7.', ""On Saturday, I had an inconvenience where I went to buy at Sodimac and when I got to my vehicle, all of our belongings were stolen, they agreed to contact us and nothing. There is no security for customers and going to buy at this store is putting your life at risk. Don't go, there is no solution to anything horrible, there is no management who can talk to you about everything bad.""]",,2403.0
Silvestre Decoracion,"Fundo Dos Hermanas, Copiapó, Atacama, Chile",-27.3271509,-70.52335,9 9670 8550,"['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: Closed']",,5.0,[''],,1.0
Paris Copiapó,"Av. Copayapu 2406, Copiapó, Atacama, Chile",-27.3821671,-70.3172277,600 400 6400,"['Monday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20098:00\u202fPM']",http://www.paris.cl/,4.1,"['Very nice', 'Xd', 'Ok.', 'Jumbo', 'Ok']",,1448.0
Telas La Reina,"1530000 Copiapó, Copiapo, Atacama, Chile",-27.3676857,-70.33352219999999,9 7894 2700,"['Monday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:00\u2009–\u20096:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:00\u2009–\u20096:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:00\u2009–\u20096:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:00\u2009–\u20096:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:00\u2009–\u20096:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",https://linkfly.to/TelasLaReina,1.0,[''],,1.0
Homecenter Sodimac Copiapó Cordillera,"Rafael Zorraíndo 673, 1534709 Copiapó, Atacama, Chile",-27.3967219,-70.2941239,600 600 1230,"['Monday: 8:30\u202fAM\u2009–\u20097:30\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20097:30\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20097:30\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20097:30\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20097:30\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20098:30\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20098:00\u202fPM']",,4.2,"['The best', ""Terrible attention, I asked the guard to let me in because the key to the water house was broken, super inhuman, he didn't even let me in and there were minutes left until closing time, terrible, and he also made fun of me in my face. The next day I went and laughing, I Did you say cut off the water? Or did it get wet? It seems like a real lack of respect to me that they have security guards like that in their establishment, the truth is that it doesn't. Very bad attention, I will never go again."", 'I wish they had more guards in the hallways, a lot of open products, for example screws, and a lot of people who lower their masks to talk...everyone enters through the patio, there is no quantity control on that side, it bothered me and I wanted to leave quickly, the good thing is that they are well supplied', 'The place has few boxes open for the day we were there... and it seems a little untidy... I have nothing to say about the purchases I made... they seem to be of excellent quality and the attention despite it being a day of Quite a flow was very good too.', 'Good prices and availability of products Don Marcelo is very attentive to customers and very empathetic, he is congratulated and the promotions are very good, totally recommended']",,213.0
Ripley Mall Plaza Copiapó,"Maipú 120, L-220, Copiapó, Atacama, Chile",-27.3704546,-70.3399336,,"['Monday: 10:30\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20098:00\u202fPM']",https://simple.ripley.cl/,4.1,"['Super', '8o', 'Super', 'Super', ""I've always liked Ripley's, but this time they went overboard. I was with my family buying a school uniform, we went through a self-service and the people who served us charged us TWICE!! I mean they tried to scam us, if my family member hadn't realized it they would charge us twice. It's supposed to be a national store, you can't discount it that way.\nVery disappointing.""]",,1402.0
ATACAMA HOME LED,"Los Carrera 525, 1530590 Copiapó, Atacama, Chile",-27.36511459999999,-70.3329921,9 3311 4212,"['Monday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20092:30\u202fPM', 'Sunday: Closed']",,,[],,
Costuras Millaray,"Sgto. Aldea 1429, 1530000 Copiapó, Atacama, Chile",-27.3668013,-70.3188531,,,https://costuras-millaray.ueniweb.com/?utm_campaign=gmb,,[],,
Decoración con Estilo,"Pje. el Pino 797, 1530000 Copiapó, Atacama, Chile",-27.3533407,-70.3524596,9 5158 8256,"['Monday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",,,[],,
Hogar china,"Los Carrera 464, 1530570 Copiapó, Atacama, Chile",-27.3647259,-70.33434869999999,,,,,[],,
Casa Chayanis,"Vicente Blanco 1784, Poblacion Heroes de Atacama, 1530000 Copiapó, Atacama, Chile",-27.3653525,-70.3099587,9 4251 7882,"['Monday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20098:00\u202fPM']",,,[],,
Tienda Clandestina,"Juan Martínez 195, 1532307 Copiapó, Atacama, Chile",-27.3599644,-70.3440887,,"['Monday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']",,3.7,"['A beautiful, cozy and exclusive place... incredible attention.', '', '']",,3.0
Peluqueria Loliet,"Salas 688a, 1530354 Copiapó, Atacama, Chile",-27.3663178,-70.3276382,,"['Monday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",,5.0,"['The hairdresser is very kind and friendly, always with a very good disposition.', 'Very good attention from the owners', 'Excellent attention. Very economical.', 'Veryyyy good attention', 'Excelent service']",,9.0
Lavandería 5àsec,"Av. Copayapu 2406, Local 1022, 1530000 Copiapó, Atacama, Chile",-27.3824664,-70.3169812,9 9163 1906,"['Monday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",https://www.5asec.cl/,4.3,"['I like this company because the delivery is fast, the work is of very good quality, they have a good price. But mainly I prefer this company because of the human quality of its workers, they provide very good service and always have a smile to share. A 7 for them!!', 'Caserones Mining', '', '', '']",,7.0
tienda estilo de vida,"Av Charles brinckeroff 1966, 1530517 Copiapó, Atacama, Chile",-27.3665763,-70.3321587,9 6282 2024,,,,[],,
Kivul Copiapó,"Maipú 109, Copiapó, Atacama, Chile",-27.3705306,-70.3396987,,,https://www.kivul.cl/,,[],,
Venta,"Atacama 316, 1530538 Copiapó, Atacama, Chile",-27.365094,-70.3376268,,"['Monday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",,,[],,
Casa Daniela,"MAIPU # 446 los carrera - lanas #485, Copiapó, Atacama, Chile",-27.365533,-70.3337823,9 5936 4400,"['Monday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20096:30\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20096:30\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20096:30\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20095:30\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20096:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",http://www.casadaniela.cl/,4.5,"['Fabrics at a good price and variety. It has 2 stores together, divided by type of fabric, one has curtains and tablecloths and the other has all wool, sewing tools and a wide variety of fabrics.', 'The first time I went to buy and the lady who helped me did not know the differences between threads and wool, nor did she know if they were in stock or not, I also sent another person to look for some wool and the lady sold him 50 gram wool. Without even warning a person who did not know much about the subject, that there were larger ones, I would really like them to be able to instruct their sellers, many people may not be experts and take help from the service they are given, and if a seller sells this type of product at least know something about it.', 'So far I have had a very good experience buying at Casa Daniela, they have helped me on several occasions to choose the most suitable ones for the work I do, they are very friendly', 'I went to the upholstery sector and received very fast attention and friendly advice.', 'Very good deal, found everything I was looking for']",,31.0
Casaideas,"Maipú 0110, local A 2005 Mall Plaza Copiapó Copiapó, 1535863 Atacama, Copiapó, Atacama, Chile",-27.3692353,-70.339603,(2) 2389 1000,"['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 10:30\u202fAM\u2009–\u20098:30\u202fPM']",https://www.casaideas.cl/,4.3,"['It has interesting things, but many others that are found in other branches are missing. For some products the prices are high.', ""Beautiful and convenient prices, it's a pleasure to shop there. I recommend it"", 'Fun to go look and buy things for the house', 'A place where you always return and find something new.', 'I did not find what I was looking for. Product not updated']",,21.0
HOJALATERIA,"Molles 198, 1533391 Copiapó, Atacama, Chile",-27.3802557,-70.31832039999999,9 7619 9397,"['Monday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 8:30\u202fAM\u2009–\u20096:00\u202fPM']",,4.8,"['Excellent attention and guidance on how to do the job.\nThe work itself is a gem.\nIt is recommended to close your eyes', 'The times that I have required their services, they are very good in what they do... and by all means they try to find a solution... I recommend them in a body shop, very responsible in their work...', 'Good experience, good treatment and excellent work, they worry about the details in the finishes, it is clear that they know how to do their job... recommended', 'Very good service and excellent work, 100% recommended', 'Excellent service, you just have to contact them and they will help you solve your requirement, 100% recommended👏👏👏👏👍👍👍👍']",,12.0
Casa Chayanis,"Vicente Blanco 1784, Poblacion Heroes de Atacama, 1530000 Copiapó, Atacama, Chile",-27.3653525,-70.3099587,9 4251 7882,"['Monday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20098:00\u202fPM']",,,[],,
Costuras Millaray,"Sgto. Aldea 1429, 1530000 Copiapó, Atacama, Chile",-27.3668013,-70.3188531,,,https://costuras-millaray.ueniweb.com/?utm_campaign=gmb,,[],,
Lavandería 5àsec,"Av. Copayapu 2406, Local 1022, 1530000 Copiapó, Atacama, Chile",-27.3824664,-70.3169812,9 9163 1906,"['Monday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",https://www.5asec.cl/,4.3,"['I like this company because the delivery is fast, the work is of very good quality, they have a good price. But mainly I prefer this company because of the human quality of its workers, they provide very good service and always have a smile to share. A 7 for them!!', 'Caserones Mining', '', '', '']",,7.0
Servigal Norte Spa,"Manzana 59 Sitio 1 Sector - La Chimba, 1266959 Antofagasta, Chile",-23.5309825,-70.3866592,9 6103 1143,"['Monday: 8:30\u202fAM\u2009–\u20091:00\u202fPM, 2:00\u2009–\u20096:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20091:00\u202fPM, 2:00\u2009–\u20096:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20091:00\u202fPM, 2:00\u2009–\u20096:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20091:00\u202fPM, 2:00\u2009–\u20096:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20091:00\u202fPM, 2:00\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",http://www.servigalnortespa.cl/,4.8,"['recommendable', 'They are a specialist in metal curtains for businesses or workshops.', 'Excellent service', '', '']",,5.0
Tienda ariel ll,"Av. Almte. Latorre 935, 1310000 Mejillones, Antofagasta, Chile",-23.099591,-70.4447871,,"['Monday: 10:30\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20098:30\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20098:30\u202fPM', 'Sunday: Closed']",,,[],,
"Cortinas y Persianas ""SHALOM""","9M65+2W6, +51, Ilo 18601, Peru",-17.6399722,-71.3402345,961 008 010,"['Monday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20097:30\u202fPM']",,5.0,[''],,1.0
El TIGRE BIENES & SERVICIOS GENERALES E.I.R.L,"Urb, Luis E. Valcarcel Mza 68, Ilo 18601, Peru",-17.6530436,-71.33542299999999,975 000 239,"['Monday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: Closed']",,5.0,[''],,1.0
Cortihogar,"Jirón Moquegua 744, Ilo 18601, Peru",-17.644199,-71.3422686,996 701 046,"['Monday: 8:30\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",,,[],,
Pasamaneria Angelica Alvarez,"Nuevo ilo Mz 01-Lt01, Ilo 18601, Peru",-17.6502874,-71.32949909999999,921 479 240,,,,[],,
Fragatta Miami,"Jr.Abtao 516, Ilo 18601, Peru",-17.6442706,-71.3445756,,,http://www.instagram.com/fragattamiami,,[],,
Confeccion De Cortinas Y Percianas en Gral.,"Av Tadeo Haenke &, Ave Beijing, Cochabamba, Bolivia",-17.3828306,-66.18135629999999,61612411,"['Monday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: Closed']",,4.1,"['They are punctual, they have a variety of models and fabrics', 'I recommend it', 'Very very good', 'Good option', 'Beautiful place']",,20.0
decoraciones Esplendor,"1ra Circunvalación y bejin nro 1811 PASANDO MEDIA CUADRA A LADO OESTE ACERA SUB, Cochabamba, Bolivia",-17.3569899,-66.17670749999999,60700799,"['Monday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']",,4.5,"['Good quality work. The owner and staff are friendly. Excellent results.', '', '', '']",,4.0
Deco Design Cortinas,"Av. Melchor Pérez de Olguín, Cochabamba, Bolivia",-17.3802849,-66.1762068,70740581,"['Monday: 9:00\u202fAM\u2009–\u200912:30\u202fPM, 3:00\u2009–\u20097:30\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u200912:30\u202fPM, 3:00\u2009–\u20097:30\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u200912:30\u202fPM, 3:00\u2009–\u20097:30\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u200912:30\u202fPM, 3:00\u2009–\u20097:30\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u200912:30\u202fPM, 3:00\u2009–\u20097:30\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200912:30\u202fPM', 'Sunday: Closed']",,5.0,[''],,1.0
MADIN Estilo y Decoración,"Av. Simón López 1405, Cochabamba, Bolivia",-17.3632883,-66.1806545,79747476,"['Monday: 8:30\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",https://sites.google.com/view/madin-decoraciones/inicio,4.7,"['', '', '']",,3.0
Cortinas - Persianas Quillacollo,"Calle Luis Uria, Av. Waldo Ballivian y, Quillacollo, Bolivia",-17.3916337,-66.2811133,79785788,"['Monday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20093:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20091:00\u202fPM']",,3.0,"['Excellent finish on curtains', '']",,2.0
Decoraciones Vanessa,"Avenida 6 de Agosto &, Ayacucho, Quillacollo, Bolivia",-17.3999407,-66.2809743,77715011,"['Monday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20097:00\u202fPM']",,3.0,"['A very nice place and at very low prices', '', '', '']",,4.0
CORTINAS Y PERSIANAS LU-CA,"Av. Campero, una cuadra y media al Sur de la, Av. Calle Blanco Galindo y, Cochabamba, Bolivia",-17.3951398,-66.1708293,67543752,"['Monday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']",,,[],,
